3189;AGITEMENT D'UNE TURBINE;S/M;450,00;
3190;CONFECTION D'UN ECROU;S/M;200,00;
3191;CONFECTION D'UN ECROU;POUR EMMENCHEMENT S/M;400,00;
3192;CONFECTION MORS;;400,00;
3193;RECHARGE ET TOURNAGE AXE ACCOUPLEMENT;;200,00;
3194;CONFECTION D'UN ECROU;BROCHE S/M;200,00;
3195;CONFECTION D'UN AXE;D'ACCOUPELEMNT;1 400,00;
3196;CONFECTION NIPLE;S/M;700,00;
3197;COURONNE IMPREGNEE;101T6 A9;3 980,00;
3198;MANCHON ALESEUR;101T6;1 675,00;
3199;PORTE EXTRACTEUR;101T6;310,00;
3200;COURROIE;1183420 1487 MM;985,51;
3201;GROUPE ELECTROGENE;QTS 180 CUD 50HZ 400V3HP INSONORISE A/C CAPOT CUMMINS;240 000,00;
3202;SERVICE PACK;400H BOXD,E 3002609480;2 990,00;
3203;HUILE;E 20L;1 750,00;
3204;FORFAIT MAIN D'ŒUVRE ET DEPLACEMENT;;7 800,00;
3205;OXYGENE;;46,69;
3206;OBTURATEUR SIMPLE;R 74 LG=1000 MM;4 600,00;
3207;OBTURATEUR SIMPLE;R 84 LG=1000 MM;5 600,00;
3208;CAISSE A CAROTTE;PVC A 5 RANGERS AVEC COUVERCLE;220,00;
3209;TIGE;"2""3/8 LG=1500mm";1 250,00;
3210;TAILLANT A BOUTON;105 DHD 3,5;2 083,33;
3211;COULISSE;50 ITALY LG=6 MT;541,67;
3212;GALET OMEGA;50 LOCALE;90,00;
3213;ROULEMENT A BILLE;NU 2206 KG;100,00;
3214;ROULEMENT A BILLE;6206 2RS C3 Z2V2 GULLMAN;31,13;
3215;ROULEMENT A BILLE;6007 2RS Z2V2 GULLMAN;26,40;
3216;ARRET D'HUILE;35X62X10;20,00;
3217;CRIC CREMAILLERE;5 TONNES;2 150,00;
3218;REPARATION POMPE HYDRAULIQUE;6 CULASSE+AH+POCHETTE DE JOINT;5 000,00;
3219;CONFECTION FLEXIBLE;1/4 D/C 90°;170,19;
3220;ADAPTEUR;7/16-20X1/8NPT JIC;49,00;
3221;ADAPTEUR;7/16-20X1/8NPT JIC;32,00;
3222;MANCHON;1/4 FF;28,00;
3223;SERVICE PACK;800H BOXD,E 3002609490;3 900,00;
3224;HUILE;E 20L 1615595400;1 750,00;
3225;FORFAIT MAIN D'ŒUVRE ET DEPLACEMENT;;7 000,00;
3226;CONFECTION FLEXIBLE;TEFLON INOX 1/4 D/C 90°;170,19;
3227;ADAPTEUR;7/16-20 X 1/8 NPT JIC;49,00;
3228;ADAPTEUR;7/16-20 X 1/4 NPT JIC;32,00;
3229;MANCHON LAITON;"F 1/4""";28,00;
3230;MANOMETRE;10 BARS D 63;117,00;
3231;DEMARREUR;12V;1 000,00;
3232;ELINGUE SANGLE PLATE A ANNEAU;4T 5 MT;280,00;
3233;MANILLE;HR 3,20T;34,00;
3234;CLE MALE COUDE;EXTRA LONG 9 PCS;70,00;
3235;COULISSE;50 ITALY LG=6 MT;541,67;
3236;GALET OMEGA;50;90,00;
3237;MOTEUR THERMIQUE;DUTE 913 BONNE OCCASION;30 000,00;
3238;FILTRE HYDRAULIQUE;2914866000;665,50;
3239;FILTRE A GASOIL;2914823700;671,50;
3240;PRE FILTRE GASOIL;2914823600;1 487,86;
3241;MOTEUR ELECTRIQUE;TRIPHASE 3 HP 3000T/Min SPERONI 380V;2 083,33;
3242;TUBE PVC;160 PN10 A COLLER LG=6 MT;120,00;
3243;TUBE PEHD;50 PN16;22,50;
3244;TUBE PEHD;32 PN16;9,20;
3245;TUBE PEHD;25 PN16;8,33;
3246;MANCHON PEHD;32X32;22,50;
3247;MANCHON PEHD;50X50;58,00;
3248;MANCHON;"1"" EE NOIR";14,50;
3249;RACCORD UNION;"1"" EE NOIR";48,94;
3250;MAMELON;"1"" EE NOIR";13,75;
3251;RIVET;POP 5X20;0,30;
3252;COLLE PVC;;90,00;
3253;RECHARGE CARTE CARBURANT;N°1895806;5 454,55;
3254;PLAQUETTE A SOUDER;WNMG 080408;40,00;
3255;PLAQUETTE A SOUDER;WNMG 080412;40,00;
3256;BARRE ROND;10X200;70,00;
3257;TECALENT;4X6 BLANC;8,21;
3258;LIMITEUR DE PRESSION;"1"" EN LIGNE";2 900,00;
3259;ADAPTEUR;"1"" A GAZ";42,00;
3260;ADAPTEUR;3/4 A GAZ;29,40;
3261;CONFECTION FLEXIBLE;"1"" LG= 2,60  MT FF";687,34;
3262;CONFECTION FLEXIBLE;3/4 LG= 3 MT FF;520,79;
3263;TE EGALE;"1"" FFF";210,00;
3264;MANOMETRE;60 BARS D 100;260,00;
3265;MANOMETRE;100 BARS D 100;308,00;
3266;JOINT A GAZ;3/4 JCP GAZ;7,50;
3267;JOINT A GAZ;"1"" JCP GAZ";11,90;
3268;FILTRE A HUILE;FL 4054;130,00;
3269;FILTRE A GASOIL;FF 524;65,00;
3270;REBOBINAGE MOTEUR;5,5 CV;1 000,00;
3271;REBOBINAGE MOTEUR;7,5KW 1500T/MIN;1 500,00;
3272;BOBINAGE ELECTROPOMPE;5,5KW;1 500,00;
3273;BOBINAGE ELECTROPOMPE;4KW;1 200,00;
3274;TUYAU;10,5X5,5;5,00;
3275;COLLIER MICALOR;06-12 9MM;3,50;
3276;ROULEMENT A GALET;NATR 40 ACE;166,67;
3277;ARRET D'HUILE;45X65X7;12,75;
3278;RECHARGE CARTE JAWAZ;N°15290014230;1 666,67;
3279;CABLE EN ACIER;D 10MM;24,00;
3280;SERRE CABLE;D 10MM;7,00;
3281;MANILLE;3,20T;80,00;
3282;ELECTRODE;BASIC 7018 D 4MM;200,00;
3283;TISSU FIBRE DE VERRE;EP 3MM LOG=1000 M2;360,00;
3284;COLLIER MICALOR;120-140 12MM;22,00;
3285;COMBINAISON DE TRAVAIL;VESTE ET PANTALLON;170,00;
3286;CHAUSSURE DE SECURITE;HAUT P41-P42-P43-P44;240,00;
3287;GANT EN NYLON;ENDUIT LATEX;11,00;
3288;GANT DE SOUDURE;;40,00;
3289;LUNETTE DE PROTECTION;;18,00;
3290;MANCHE DE PROTECTION;BRAS+JAMBE;60,00;
3291;CHIFFON COULEUR;;8,00;
3292;CHENILLE EN CAOUATCHOUC;250X72X52;4 500,00;
3293;OBTURATEUR SIMPLE;R 54 LG=1000 MM;4 650,00;
3294;FILTRE A GASOIL;1R 0751 CAT;489,19;
3295;FILTRE A HUILE;1R 1808 CAT;854,00;
3296;FILTRE SEPARATEUR GASOIL;5134490 CAT;1 082,70;
3297;FILTRE A AIR;1327167;2 873,21;
3298;FILTRE A AIR;6I2510;1 945,55;
3299;FILTRE A GASOIL;1R 0751 CAT;489,19;
3300;FILTRE A HUILE;1R 1808 CAT;853,99;
3301;FILTRE SEPARATEUR GASOIL;5134490 CAT;1 082,70;
3302;CENTREUR;D 32MM;14,00;
3303;CENTREUR;D 75 MM;19,20;
3304;ETANCHETITE;40PY 180ARD GRIS;433,33;
3305;BITUFLEX;4MM ARD VERT;375,00;
3306;BITUKOTE;20 KG;183,33;
3307;GRAISSE;MP2 18KG;720,00;
3308;HUILE;HD 140 20LT;651,67;
3309;HUILE;15W40 SUPER 1300 204LT;6 685,00;
3310;HUILE;ALMO 527 204LT;12 060,00;
3311;MARTEAU FOND DE TROU;DHD 3,5;6 500,00;
3312;TAILLANT A BOUTON;110 DHD 3,5;2 200,00;
3313;CONFECTION FLEXIBLE;1/2 LG=1,20 MT FF JIC;221,82;
3314;CONFECTION FLEXIBLE;3/8 LG=1,20 MT FF JIC;199,91;
3315;CONFECTION FLEXIBLE;1/2 LG=3 MT FF JIC;393,30;
3316;ADAPTEUR;1/2 A GAZ;25,20;
3317;ADAPTEUR;1/2XF1/2 90°;91,00;
3318;TUYAU;TRANSPARENT ARMORVIN D 70MM;192,50;
3319;COLLIER ROBUSTE;79-85;23,80;
3320;POCHETTE DE JOINT;S/M;537,00;
3321;RACCORD UNION;"1"" NOIR EE";42,00;
3322;MANOMETRE;250 BARS D 63;150,00;
3323;ADAPTEUR;3/4 A GAZ;29,40;
3324;BATTERIE;12V100 AH L5;1 041,67;
3325;BATTERIE;12V100 AH L5;1 041,67;
3326;ARRET D'HUILE;105X130X12;66,67;
3327;ROULEMENT A BILLE;6015 2RS C3 Z2V2 GULLMAN;100,00;
3328;ROULEMENT A BILLE;7218 B NSK;1 250,00;
3329;ROULEMENT A BILLE;6206 2RS C3 Z2V2 GULLMAN;33,34;
3330;RECHARGE CARTE CARBURANT;FREE N°2174271;5 454,55;
3331;BROSSE METALLIQUE;SECOUPE T100 JAZ;100,00;
3332;LUNETTE DE PROTECTION;;10,00;
3333;VIS;"BTR UNC 3/8X1""1/4";18,00;
3334;VIS;"BTR 7/16X1""1/2";21,00;
3335;VIS;"BTR 7/16X1""1/2";21,00;
3336;VIS;BTR 16X40;5,00;
3337;VIS;TH HR 20X50;7,00;
3338;GOUPILLE;BETA;7,00;
3339;CLE MIXTE;;40,00;
3340;TIGE FILTEE;D 6MM;5,00;
3341;ECRAN;D 6MM;0,25;
3342;TIGE FILTEE;D 20MM;50,00;
3343;ECROU NYLSTOP;D 20MM;4,00;
3344;VIS;HR 20X50;10,00;
3345;VIS;TH 16X100 A/E+RONDELLE;12,00;
3346;VIS;TC 16X70;9,00;
3347;ECROU;D 20MM;2,50;
3348;VIS;BTR 16X90 A/E;12,00;
3349;THERMOSTAT;2477133;304,00;
3350;COURROIE;S/M;80,00;
3351;POULIE AVEC SUPPORT;;464,00;
3352;REPARATION TREUIL DE CAMERA LIM;S/N°150-2001;3 400,00;
3353;MOTEUR DE ROTATION;GM ET MM ATLAS COPCO;9 166,67;
3354;CONFECTION JOINT;22X28X2,9;50,00;
3355;CONFECTION FLEXIBLE;3/4  LG=5 MT FF JIC;815,50;
3356;CONFECTION FLEXIBLE;"1""1/2 LG= 6MT FF JIC";2 112,62;
3357;CONFECTION FLEXIBLE;"2"" LG= 6 MT FF JIC";3 346,04;
3358;REGULATEUR;"1"" HP 35 BAR";1 700,00;
3359;ADAPTEUR;"1"" A GAZ";42,00;
3360;ADAPTEUR;3/4 A GAZ;29,40;
3361;REDUCTION;"1""x3/4 MF";70,00;
3362;CONFECTION FLEXIBLE;3/8 LG=0,60 MT;181,99;
3363;VIS CREUSE;1/4 HP;20,00;
3364;JOINT A GAZ;1/4 HP;5,60;
3365;JOINT TORIQUE;23,81X2,62;2,10;
3366;JOINT TORIQUE;134,3X5,7;10,50;
3367;JOINT TORIQUE;32,92X3,53;3,22;
3368;COLLE REINZ;;83,33;
3369;GYROPHARE;LED;240,00;
3370;PHARE SECOUR;LED 24V;116,67;
3371;COSSE DE BATTERIE;DIESEL +/-;15,00;
3372;TUYAU;D 8 MM;29,17;
3373;GAINE;D 10MM;2,50;
3374;TEMOIN;AVEC LAMPE;15,00;
3375;CHARBON;;20,83;
3376;THERMOSTAT;;433,33;
3377;COLLE REINZ;;41,83;
3378;MANO TRMPERATEUR;;141,67;
3379;MANO;;91,67;
3380;REGULATEUR;;580,00;
3381;BOUGIE;;16,67;
3382;LAMPE;;29,17;
3383;CLE BOUGIE;;16,67;
3384;RECHARGE CARTE CARBURANT;FREE N°1895806;5 454,55;
3385;HUILE;DTE 26 208LT;8 200,00;
3386;HUILE;DTE 26 20LT;1 100,00;
3387;ANTIGEL;G4033 VASCO 20LT;540,00;
3388;HUILE;HD 90 20LT;652,00;
3389;PC ORDINATEUR;"HP TOUT EN UN i7 13 EME/16GO/512 GO SSD/23,8""/TACTILE";11 658,33;
3390;ECRAN;"DELL E2425H 2,8"" FULL HD SERIE N°483SGP3";1 590,00;
3391;COLLIER MICALOR;120-140 12MM;22,00;
3392;TECALENT;4X6 BLANC;8,21;
3393;COLLIER ROBUSTE;140-150;55,30;
3394;CONFECTION FLEXIBLE;3/8 LG=1MT 90°;214,86;
3395;JOINT A GAZ;"1/4""";5,60;
3396;A-TOURNANT;MF 1/4 BSP;45,00;
3397;CONFECTION FLEXIBLE;1/4 LG=1MT D/C 90°;183,87;
3398;CONFECTION FLEXIBLE;1/4 LG=1,20 MT D/C 90°;202,70;
3399;ADAPTEUR;"1/4 "" A GAZ";11,00;
3400;RACCORD;MALE AVEC LA SOUDURE/FLEXIBLE;43,73;
3401;TE;"1/4""";74,20;
3402;ROULEMENT A BILLE;6306 ZZC3 FNR;45,45;
3403;CHEVRON;70X90X40;450,00;
3404;ROULEMENT A BILLE;6202 ZZC3 Z2V2 GULLMAN;11,39;
3405;POMPE HYDRAULIQUE;S/M;11 784,00;
3406;CONFECTION PIGNON;D 120 EP 65 MM;1 200,00;
3407;CONFECTION PIGNON;D 170 EP 65 MM;1 800,00;
3408;ELECTRODE;6013 3,2X350;110,00;
3409;DISQUE A COUPER;230X3X22,23;23,00;
3410;ELECTRODE;ALLIMINIUM 2,5MM;7,00;
3411;DEBOUCHAGE ET NETTOYAGE RADIATEUR;MAIT HR 180;708,33;
3412;ELECTRODE;BASIC 7018 D 4MM;200,00;
3413;CHEVRON;69,52X88,9X32,5;340,20;
3414;RACLEUR SOUPLE;70X78,6X5,3;58,80;
3415;CONFECTION VIS CREUSE;1/4 SM;60,00;
3416;ROULEMENT A BILLE;6014 ZZC3 GULLMAN;205,00;
3417;CHEVRON;70X90X40;450,00;
3418;CAPTEUR DE PRESSION;S2/20 Ma 2FILS 8/30 VCC 0/60 BARS;1 500,00;
3419;TUBE PEHD;32 PN16;9,20;
3420;MANCHON PEHD;50X50;22,50;
3421;HUILE;DTE 26 208LT;8 200,00;
3422;GRAISSE;MP2 18KG;720,00;
3423;TIGE;CR 60 CONIQUE LG=1500 MM;1 458,33;
3424;PAPIER A BLANC;A4 PIONEER 80G;51,67;
3425;TONER;85A ADABTABLE;125,00;
3426;TONER;136A NOIR;708,33;
3427;POCHETTE PREFOREE;;58,33;
3428;TAPIS SOURIS;;33,33;
3429;PAPIER A BLANC;A4 NAVIGATOR 80G;53,33;
3430;CLASSEUR A LEVIER;DOS 08 CM SICLA NOIR;16,67;
3431;TONER;106A;633,33;
3432;PAPIER BLANC;A4 NAVIGATOR 80G;54,17;
3433;TONER;205A BLEU/CF531;683,33;
3434;TONER;205A ROSE/CF533;683,33;
3435;CHEMISE BULL;ORD;37,50;
3436;CLASSEUR A LEVIER;DOS 08 CM SICLA COULEUR;20,83;
3437;FICHE PERSONNEL;;2,50;
3438;TONER;126A/CE310 NOIR ADAPTABLE;150,00;
3439;POCHETTE PREFOREE;SHEET;0,83;
3440;VIS;TH 20X100 A/E NYLSTOP;20,00;
3441;DISJONCTEUR;80A 4P SR;1 416,67;
3442;COSSE A SERTIR;25MM;5,83;
3443;SCOTCH NOIR;GM;10,00;
3444;CONFECTION FLEXIBLE;"1"" LG=4 MT - FF BSP";926,02;
3445;ADAPTEUR;"1"" A GAZ";42,00;
3446;BATTERIE;12V170 AH M15;1 583,33;
3447;CLE A GRIFFE;"138-24"" VIRAX";500,00;
3448;CLE A GRIFFE;"138-36"" VIRAX";1 400,00;
3449;CLE A GRIFFE;"138-18"" VIRAX";250,00;
3450;SCOTCH D'EMBALLAGE;50X100;13,00;
3451;CHIFFON COULEUR;;8,00;
3452;BOTTE;VER P42-P43-P44;73,00;
3453;ROULEMENT A BILLE;6013 ZZ C3 GULLMAN;83,34;
3454;ROULEMENT A BUTEE;51213 KG;101,21;
3455;ARRET D'HUILE;60X75X10;16,68;
3456;CHEVRON;70X85X22,50;399,84;
3457;CIRCLIPS;INT 85 MM;14,80;
3458;ACIER ROND;42CD4 D 120 LG=80MM;185,00;
3459;FER PLAT;120 EN 6MT;984,00;
3460;MOTEUR THERMIQUE;DEUTZ 913;30 000,00;
3461;LOCATION PICK-UP;TOYOTA 18914-B-59;250,00;
3462;RECHARGE CARTE JAWAZ;24280419748;833,33;
3463;TOLE NOIR;800X400X20 S275;1 152,00;
3464;LOCATION PICK-UP;35064-A-36;291,67;
3465;COUPELLE HYDRAULIQUE;40X55X10;60,00;
3466;BILLE;D 50 MM;225,00;
3467;ROULEMENT A BILLE;6015 2RS KOYO;330,00;
3468;MOTEUR ELECTRIQUE;3 HP 3000 T/MIN 380V TRIPHASE SPERONI;2 083,33;
3469;SERVICE PACK;400H BOXD,E 3002609480;2 990,00;
3470;HUILE;20LT;1 750,00;
3471;FORFAIT MAIN D'ŒUVRE ET DEPLACEMENT;;7 800,00;
3472;CONE/CUVETTE;32012 KG;125,00;
3473;ROULEMENT A BILLE;7211 NSK;520,00;
3474;ROULEMENT A BILLE;7307 NSK;33,34;
3475;CAGE A AIGUILLE;K18X22X17;11,50;
3476;ROULEMENT A AIGUILLE;NK 21/16;21,00;
3477;ROULEMENT A BILLE;NJ 206 C3 KOYO;285,00;
3478;ARRET D'HUILE;70X90X10;18,00;
3479;ARRET D'HUILE;48X72X10;16,67;
3480;ARRET D'HUILE;90X110X13;25,00;
3481;TAILLANT A BOUTON;64T38 RETRO 5697000680;1 026,00;
3482;COURONNE PLEINE;66 F/FEMELLE CR 60 CHINE STEEL BODY TYPE;5 200,00;
3483;VANNE A BILLE;"1"" SIRAL";161,00;
3484;MANCHON;"1"" EE NOIR";20,00;
3485;VIS;BTR 12X100 AV ECROUS;10,00;
3486;ELECTRODE;6013 3,15;110,00;
3487;DISQUE A COUPER;230X3 BOSCH;25,00;
3488;DISQUE A COUPER;230X3 BOSCH;25,00;
3489;DISQUE A MEULER;300X3,20;30,00;
3490;VIS;BTR TC 12X100 A/E;10,00;
3491;ROULEMENT A BILLE;5206 2RS C3 Z2;31,13;
3492;CAGE POUSSIER RACLEUR HYDRAULIQUE;70X80X5/7;66,67;
3493;CONE/CUVETTE;32012 KG;125,00;
3494;ROULEMENT A BILLE;7211 NSK;520,00;
3495;ROULEMENT A BILLE;7307 NSK;333,34;
3496;CAGE A AIGUILLE;K18X22X17;11,50;
3497;ROULEMENT A AIGUILLE;NK 21/16;21,00;
3498;ROULEMENT A BILLE;NJ 206 C3 KOYO;285,00;
3499;ARRET D'HUILE;70X90X10;18,00;
3500;ARRET D'HUILE;48X72X10;16,67;
3501;ARRET D'HUILE;90X110X13;25,00;
3502;GOUJON;S/M;60,00;
3503;VANNE A BILLE;"1"" SIRAL";161,00;
3504;MANCHON;"1"" EE NOIR";20,00;
3505;REPARATION ARMOIRE ELECTRIQUE;JEAN LUTZ;6 300,00;
3506;PRESSE ETOUPE;CR-16 VITON/SUS304 G60;833,33;
3507;COMMUTATEUR;2 POSITION;58,33;
3508;COMMUTATEUR;3 POSITION;43,33;
3509;FILTTRE A GASOIL;60282117 SR265 C10;1 248,57;
3510;FILTTRE A GASOIL;60201220=60151839 SR265 C10;634,34;
3511;CARTOUCHE A GASOIL;60333882 SR265 C10;253,50;
3512;SEPARATEUR GASOIL;60249072 SR265 C10;524,24;
3513;FILTRE A HUILE;B222100000494=1876110070;455,00;
3514;FILTRE PRINCIPALE;60284727 SR265 C10;1 240,00;
3515;FILTRE DE RETOUR D'HUILE;60072195 SR265 C10;624,26;
3516;FILTRE D'ASPIRATION D'HUILE;60240996 SR265 C10;1 200,00;
3517;FILTRE DE RETOUR D'HUILE;60193541 SR265 C10;2 112,54;
3518;CABLE EN ACIER;COMPACT DROITE 28MM;206,13;
3519;CABLE EN ACIER;D 18MM;46,00;
3520;SERRE CABLE;D 18MM;18,00;
3521;FILTRE A GASOIL;11826781;634,57;
3522;CARTOUCHE FILTRANT;4504438;928,50;
3523;FILTRE HYDRAULIQUE;1 202 804 093;540,00;
3524;FILTRE A HUILE;LF 4054;288,00;
3525;FILTRE A AIR;AF 1841;256,00;
3526;FILTRE A AIR;AF 2506;304,00;
3527;FILTRE HYDRAULIQUE;P173190;372,00;
3528;FILTRE HYDRAULIQUE;HF 9600;1 480,00;
3529;PIC;BTK 10 TRENCHER BTK 10 D25;150,00;
3530;PORTE PIC;NHR 121 DV25/KS D25;175,00;
3531;LOCATION CAMION PLATEAU;TARRIERE;3 000,00;
3532;TIGE CHROME;D 120 MM;4 800,00;
3533;FILTRE A GASOIL;FF5702;208,00;
3534;FILTRE A HUILE;LF 4054;144,00;
3535;FILTRE A AIR;S2650;360,00;
3536;FILTRE A AIR;S7121A;256,00;
3537;FILTRE A GASOIL;FS 1302;384,00;
3538;ACIER ROND;42CD4 D 40 MM LG=800MM;186,30;
3539;FILTRE A GASOIL;FS 9975;304,00;
3540;FILTRE HYDRAULIQUE;P550041;336,00;
3541;TOLE NOIR;400X400X25 S275;691,44;
3542;TOLE NOIR;500X300X25 S275;652,56;
3543;TOLE NOIR;400X200X25 S275;364,63;
3544;TOLE NOIR;200X200X20 S275;182,34;
3545;POMPE IMMERGEE;NS 96X/23 2HP 220V SAER;5 333,33;
3546;COFFRET ELECTRIQUE;2 HP 220V;1 333,33;
3547;CABLE ELECTRIQUE SOUPLE;3X2,5MM2;;
3548;CABLE ELECTRIQUE SOUPLE;3X1MM2;;
3549;RESIGNEUSE;M11;;
3550;CABLE ELECTRIQUE SOUPLE;4X6MM2;;
3551;ELECTRODE DE NIVEAU;;;
3552;FLOTEUR NIVEAU;5 MT;;
3553;TUBE PEHD;50 PN10;14,17;
3554;CORDE EN NYLON;D 12MM;5,00;
3555;RACCORD PEHD;"50X1""1/2 MALE";58,00;
3556;REDUCTION;"1""1/2X1""1/4 MALE";25,38;
3557;RACCORD PEHD;"2"" FF GALVANISEE";168,62;
3558;VANNE A BILLE;"2"" SIRAL";458,33;
3559;MAMELON;"2"" GALVANISEE";46,67;
3560;TUBE GALVANISEE;"2"" LONG= 6 MT";104,17;
3561;COUDE;"2"" FF GALVANISEE";58,80;
3562;TE;"2"" FF NOIR EE";98,80;
3563;OXYGENE;;46,69;
3564;RESSORT;S/M;22,00;
3565;RESSORT;S/M;20,00;
3566;EMMENCHEMENT;T38 COP 1238;2 450,00;
3567;COURONNE IMPREGNEE;86T2;2 800,00;
3568;COURONNE IMPREGNEE;76T2 A6;3 145,00;
3569;MANCHON ALESEUR;76T2 IMPREGNEE;1 545,00;
3570;CIMENT;CLC 45 (A) VRAC BSK;1 546,00;
3571;ROULEMENT A BILLE;6308 NR NSK;235,00;
3572;ROULEMENT A BILLE;6207 2RS C3 Z2V2 GULLMAN;46,00;
3573;ARRET D'HUILE;50X72X10;21,57;
3574;ACCOUPLEMENT;GE42-55;880,00;
3575;ARRET D'HUILE;60X85X10;25,00;
3576;JOINT TORIQUE;123,42X3,5;12,00;
3577;JOINT TORIQUE;139,19x3,53;12,00;
3578;TOLE NOIR;330X330X10 S275JR;193,65;
3579;TOLE NOIR;300X300XX20 S275JR;286,22;
3580;TOLE NOIR;500X300X20 S275JR;460,71;
3581;TOLE NOIR;250X100X10 S275JR;58,10;
3582;TOLE NOIR;165 EP 60 S275JR;302,88;
3583;TOLE NOIR;250X165X25 S275JR;280,74;
3584;FILTRE A GASOIL;CC 4083;120,00;
3585;FILTRE A GASOIL;FF574;82,00;
3586;FILTRE A HUILE;LF3481;168,00;
3587;FILTRE A GASOIL;FF1118;118,00;
3588;FILTRE A GASOIL;1R 0751;169,00;
3589;FILTRE SEPARATEUR GASOIL;5134490;398,00;
3590;FILTRE A HUILE;1R1808;330,00;
3591;FILTRE A GASOIL;FF1118;118,00;
3592;FILTRE A HUILE;TFH 6012;105,00;
3593;FILTRE A HYDRAULIQUE;CS150.0P10A;425,00;
3594;FILTRE A HUILE;1182001;230,00;
3595;FILTRE A HUILE;21060=Z293;98,00;
3596;FILTRE HYDRAULIQUE;CSP150.1.3P10A;425,00;
3597;FILTRE HYDRAULIQUE;CSP150.1.3P10A;425,00;
3598;ARRET D'HUILE;110X130X12 EN VITON;275,00;
3599;DENT;S/M;176,00;
3600;CLAVETTE;S/M;88,00;
3601;ADAPTEUR;3/4 A GAZ;29,40;
3602;ADAPTEUR;"1"" A GAZ";42,00;
3603;CONFECTION FLEXIBLE;"1"" LG=6 MT FF BSP";790,00;
3604;CONFECTION FLEXIBLE;3/4 LG=4 MT FF BSP;663,24;
3605;CONFECTION FLEXIBLE;3/4 LG=3 MT FF BSP;540,79;
3606;CONFECTION FLEXIBLE;3/4 LG=6 MT FF BSP;928,14;
3607;TE EGALE;"1"" FFF";210,00;
3608;DISTRIBUTEUR MANUELLE;1 ELEMENT 100L-3/4;3 388,00;
3609;FILTRE A AIR;SI5265;796,00;
3610;VIS;TH 14X60+RONDELLE;5,50;
3611;VIS;BTR 12X50;4,00;
3612;VIS;TH HR 14X60;5,00;
3613;ECROU NYLSTOP;D14;1,50;
3614;VIS;TH HR 10X90+ECROU NYLSTOP;6,00;
3615;VIS;TH HR 12X50;3,00;
3616;VIS;BTR TC 10X50;3,00;
3617;RONDELLE GROWER;D 12;0,80;
3618;CABLE ELECTRIQUE SOUPLE;3X2,5MM2;20,50;
3619;CABLE ELECTRIQUE SOUPLE;3X1,5MM2;7,17;
3620;CABLE ELECTRIQUE SOUPLE;4X6MM2;45,00;
3621;RESIGNEUSE;M11;100,00;
3622;ELECTRODE DE NIVEAU;;31,67;
3623;FLOTEUR NIVEAU;5 MT;125,00;
3624;CONDENSATEUR;60 Uf;100,00;
3625;MOTEUR HYDRAULIQUE;55;6 500,00;
3626;GASOIL;;9,72;
3627;ROULEMENT A BILLE;6306 2RS C3 FNR;45,45;
3628;JOINT TORIQUE;150X3;16,49;
3629;JOINT TORIQUE;152,07X2,62;12,83;
3630;ROULEMENT A BILLE;16012 FNR;50,00;
3631;ARRET D'HUILE;55X80X10;20,00;
3632;ACIER ROND;XC48 D 230 LG=40MM;280,00;
3633;FER CARRE;XC48 D 30 LG=1000MM;195,00;
3634;ACIER CREUX;30X20 20MV6;148,50;
3635;ACIER ROND;E24 D 120 LG=1000MM;41,60;
3636;PEINTURE;VENYL BLANC LEDER PLAST;15,00;
3637;PAPIER RESIN;G100 50MT;270,00;
3638;PINCEAU PEINTURE;PM;48,00;
3639;PINCEAU PEINTURE;GM;60,00;
3640;DILUANT CELLULOSIQUE;SODECSO;23,00;
3641;GRATTOIR;AVEC MANCHE M.70 SGS;24,00;
3642;PINCEAU PLAT;N°60;6,00;
3643;SCOTCH D'EMBALLAGE;50X100 ASMACO;15,00;
3644;CHIFFON COULEUR;;6,00;
3645;PEINTURE;BLEU MAHDIA PROFLEX;80,00;
3646;PEINTURE;BLANC CASA EXTRA FLEX;70,00;
3647;PEINTURE;JAUNE CATEREPILARD MILAFLEX;70,00;
3648;ANTI-RETOUR;GRIS ATALS;26,00;
3649;GOUDRON;RADEX;21,25;
3650;GASOIL;;9,58;
3651;VANNE A BILLE;F622;5 439,50;
3652;TRANSPORT;;2 550,00;
3653;DURITE D'EAU CHAUD;D 60 100C°;165,00;
3654;CONTACTEUR;LC1 D80 380V;1 583,33;
3655;CONTACTEUR;LC1 D18 380V;375,00;
3656;CONTACTEUR;LC1 D40 380V;1 208,33;
3657;RELAIS THERMIQUE;LRD 37 A 50A;658,33;
3658;RELAIS THERMIQUE;LRD 4 A 6A;266,67;
3659;BLOC TEMPORISE;D T2;358,33;
3660;RELAIS DE PHASE;TG 20;300,00;
3661;BOUTON POUSSOIRE;Q22;37,50;
3662;REHARNISSAGE MACHOIRES;CAMION ISUZU;577,08;
3663;PRESSOSTAT;220V;240,00;
3664;CHARBON;HITACHI;15,00;
3665;LOCATION CAMION PORTE CHARS;COMACCHIO GE 900+COMACCHIO 1200;17 000,00;
3666;CONFECTION FLEXIBLE;3/4 LG=3,10 MT JIC D/C 90°;570,93;
3667;BALLON SOLAIRE;300 LT CIRCUIT FERME MARQUE IMPERIAL;8 500,00;
3668;NEZ INJECTEUR;JHON DEER;500,00;
3669;RACCORD PEHD;"50X1""1/2 MALE";58,00;
3670;REDUCTION;"2""X1""1/2 NOIR EE";45,50;
3671;TE;"2"" FF EE NOIR";91,00;
3672;TE;"1"" FF EE NOIR";30,00;
